ROS Processes Log
iteration: 388 ; CPU: 2.16% ; MEM: 355.26 MB
iteration: 389 ; CPU: 2.16% ; MEM: 355.26 MB
iteration: 390 ; CPU: 2.16% ; MEM: 358.34 MB
iteration: 391 ; CPU: 2.16% ; MEM: 358.34 MB
iteration: 392 ; CPU: 2.16% ; MEM: 358.34 MB
iteration: 393 ; CPU: 2.16% ; MEM: 358.34 MB
iteration: 394 ; CPU: 2.16% ; MEM: 358.34 MB
iteration: 395 ; CPU: 2.16% ; MEM: 358.42 MB
iteration: 396 ; CPU: 2.16% ; MEM: 358.42 MB
iteration: 397 ; CPU: 2.16% ; MEM: 358.42 MB
iteration: 398 ; CPU: 2.16% ; MEM: 358.42 MB
iteration: 399 ; CPU: 2.16% ; MEM: 358.42 MB
iteration: 400 ; CPU: 2.16% ; MEM: 358.42 MB
iteration: 401 ; CPU: 2.16% ; MEM: 358.42 MB
iteration: 402 ; CPU: 2.16% ; MEM: 358.42 MB
iteration: 403 ; CPU: 2.16% ; MEM: 358.49 MB
iteration: 404 ; CPU: 2.16% ; MEM: 358.49 MB
iteration: 405 ; CPU: 2.16% ; MEM: 358.49 MB
iteration: 406 ; CPU: 2.16% ; MEM: 358.49 MB
iteration: 407 ; CPU: 2.16% ; MEM: 358.49 MB
iteration: 408 ; CPU: 2.16% ; MEM: 358.49 MB
iteration: 409 ; CPU: 2.16% ; MEM: 358.49 MB
iteration: 410 ; CPU: 2.16% ; MEM: 358.51 MB
iteration: 411 ; CPU: 2.16% ; MEM: 358.51 MB
iteration: 412 ; CPU: 2.16% ; MEM: 358.51 MB
iteration: 413 ; CPU: 2.16% ; MEM: 358.51 MB
iteration: 414 ; CPU: 2.16% ; MEM: 358.51 MB
iteration: 415 ; CPU: 2.16% ; MEM: 358.51 MB
iteration: 416 ; CPU: 2.16% ; MEM: 358.51 MB
iteration: 417 ; CPU: 2.16% ; MEM: 358.51 MB
iteration: 418 ; CPU: 2.16% ; MEM: 358.51 MB
iteration: 419 ; CPU: 2.16% ; MEM: 358.51 MB
iteration: 420 ; CPU: 2.00% ; MEM: 358.51 MB
iteration: 421 ; CPU: 2.00% ; MEM: 358.51 MB
iteration: 422 ; CPU: 2.00% ; MEM: 358.66 MB
